"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	902	539579	167.2
	"Alabama"	"01"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	21	302882	6.9
	"Alabama"	"01"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	39	302882	12.9
	"Alabama"	"01"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	19	302882	Unreliable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	114	302882	37.6
	"Alabama"	"01"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	97	302882	32.0
	"Alabama"	"01"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	44	302882	14.5
	"Alabama"	"01"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	13	302882	Unreliable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	529	302882	174.7
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	13	2298130	Unreliable
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	118	2298130	5.1
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	92	2298130	4.0
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	52	2298130	2.3
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	496	2298130	21.6
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with coma"	"E14.0"	13	2298130	Unreliable
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	44	2298130	1.9
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	138	2298130	6.0
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	95	2298130	4.1
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	11	2298130	Unreliable
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	21	2298130	0.9
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1435	2298130	62.4
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	10	1618765	Unreliable
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	85	1618765	5.3
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	89	1618765	5.5
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	47	1618765	2.9
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	12	1618765	Unreliable
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	405	1618765	25.0
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with coma"	"E14.0"	13	1618765	Unreliable
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	32	1618765	2.0
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	180	1618765	11.1
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	97	1618765	6.0
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	23	1618765	1.4
	"Alabama"	"01"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1289	1618765	79.6
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	39	234603	16.6
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	33	234603	14.1
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	30	234603	12.8
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	189	234603	80.6
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with coma"	"E14.0"	19	234603	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	19	234603	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	57	234603	24.3
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	72	234603	30.7
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	12	234603	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	661	234603	281.8
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	10	87280	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	29	87280	33.2
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	15	87280	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	64	87280	73.3
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	33	87280	37.8
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	30	87280	34.4
	"Alabama"	"01"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	210	87280	240.6
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	103	930398	11.1
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	71	930398	7.6
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	39	930398	4.2
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	537	930398	57.7
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with coma"	"E14.0"	28	930398	3.0
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	33	930398	3.5
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	98	930398	10.5
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	98	930398	10.5
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	12	930398	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	11	930398	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1206	930398	129.6
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	32	422849	7.6
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	45	422849	10.6
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	15	422849	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	236	422849	55.8
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	17	422849	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	74	422849	17.5
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	46	422849	10.9
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	14	422849	Unreliable
	"Alabama"	"01"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	609	422849	144.0
	"Alaska"	"02"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	27	832764	3.2
	"Alaska"	"02"	"45-54 years"	"45-54"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	10	147668	Unreliable
	"Alaska"	"02"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	18	800633	Unreliable
	"Alaska"	"02"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	19	903918	Unreliable
	"Alaska"	"02"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11	903918	Unreliable
	"Alaska"	"02"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	64	903918	7.1
	"Alaska"	"02"	"55-64 years"	"55-64"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	11	104243	Unreliable
	"Alaska"	"02"	"55-64 years"	"55-64"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	10	47543	Unreliable
	"Alaska"	"02"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	10	615899	Unreliable
	"Alaska"	"02"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	17	615899	Unreliable
	"Alaska"	"02"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	13	615899	Unreliable
	"Alaska"	"02"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	58	615899	9.4
	"Alaska"	"02"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	21	713895	2.9
	"Alaska"	"02"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	46	713895	6.4
	"Alaska"	"02"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	16	713895	Unreliable
	"Alaska"	"02"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	113	713895	15.8
	"Alaska"	"02"	"65-74 years"	"65-74"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	16	60588	Unreliable
	"Alaska"	"02"	"65-74 years"	"65-74"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	14	54269	Unreliable
	"Alaska"	"02"	"65-74 years"	"65-74"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	23	54269	42.4
	"Alaska"	"02"	"65-74 years"	"65-74"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	10	21955	Unreliable
	"Alaska"	"02"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	17	305710	Unreliable
	"Alaska"	"02"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	25	305710	8.2
	"Alaska"	"02"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	20	305710	6.5
	"Alaska"	"02"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	72	305710	23.6
	"Alaska"	"02"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	21	345344	6.1
	"Alaska"	"02"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	63	345344	18.2
	"Alaska"	"02"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	29	345344	8.4
	"Alaska"	"02"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	13	345344	Unreliable
	"Alaska"	"02"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	151	345344	43.7
	"Alaska"	"02"	"75-84 years"	"75-84"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	16	28465	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	16	28465	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	15	21683	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	11	14068	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	45	137422	32.7
	"Alaska"	"02"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	17	137422	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	11	137422	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	80	137422	58.2
	"Alaska"	"02"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	51	126097	40.4
	"Alaska"	"02"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	11	126097	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	12	126097	Unreliable
	"Alaska"	"02"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	118	126097	93.6
	"Alaska"	"02"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	36	52203	69.0
	"Alaska"	"02"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	47	52203	90.0
	"Alaska"	"02"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	11	30213	Unreliable
	"Alaska"	"02"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	18	30213	Unreliable
	"Alaska"	"02"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	37	30213	122.5
	"Arizona"	"04"	"15-24 years"	"15-24"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	21	7749164	0.3
	"Arizona"	"04"	"15-24 years"	"15-24"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	28	8309491	0.3
	"Arizona"	"04"	"15-24 years"	"15-24"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	13	8309491	Unreliable
	"Arizona"	"04"	"25-34 years"	"25-34"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	11	573608	Unreliable
	"Arizona"	"04"	"25-34 years"	"25-34"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	16	593763	Unreliable
	"Arizona"	"04"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	10	577945	Unreliable
